filename,annotations,label
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1180.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/5769.jpg,"[{'x': 613, 'y': 384, 'width': 59, 'height': 51}, {'x': 627, 'y': 515, 'width': 55, 'height': 45}, {'x': 720, 'y': 522, 'width': 71, 'height': 62}, {'x': 658, 'y': 552, 'width': 66, 'height': 65}, {'x': 1000, 'y': 180, 'width': 53, 'height': 48}, {'x': 1147, 'y': 89, 'width': 65, 'height': 60}, {'x': 1081, 'y': 212, 'width': 75, 'height': 58}, {'x': 470, 'y': 539, 'width': 57, 'height': 54}, {'x': 515, 'y': 549, 'width': 42, 'height': 30}, {'x': 894, 'y': 206, 'width': 63, 'height': 58}, {'x': 332, 'y': 294, 'width': 62, 'height': 54}, {'x': 1226, 'y': 542, 'width': 53, 'height': 77}, {'x': 1026, 'y': 456, 'width': 71, 'height': 60}, {'x': 751, 'y': 640, 'width': 56, 'height': 37}, {'x': 442, 'y': 10, 'width': 50, 'height': 36}, {'x': 392, 'y': 12, 'width': 41, 'height': 24}, {'x': 719, 'y': 610, 'width': 70, 'height': 56}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9129.jpg,"[{'x': 586, 'y': 434, 'width': 45, 'height': 50}, {'x': 861, 'y': 637, 'width': 73, 'height': 77}, {'x': 823, 'y': 544, 'width': 50, 'height': 51}, {'x': 350, 'y': 178, 'width': 57, 'height': 55}, {'x': 661, 'y': 236, 'width': 52, 'height': 50}, {'x': 620, 'y': 112, 'width': 48, 'height': 36}, {'x': 594, 'y': 120, 'width': 40, 'height': 33}, {'x': 598, 'y': 153, 'width': 36, 'height': 23}, {'x': 833, 'y': 258, 'width': 63, 'height': 50}, {'x': 491, 'y': 229, 'width': 28, 'height': 29}, {'x': 314, 'y': 88, 'width': 40, 'height': 30}, {'x': 328, 'y': 422, 'width': 36, 'height': 42}, {'x': 664, 'y': 130, 'width': 49, 'height': 38}, {'x': 1046, 'y': 178, 'width': 57, 'height': 42}, {'x': 255, 'y': 101, 'width': 39, 'height': 31}, {'x': 602, 'y': 473, 'width': 34, 'height': 45}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2067.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2226.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10227.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/517.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/5989.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/8848.jpg,"[{'x': 504, 'y': 333, 'width': 64, 'height': 59}, {'x': 690, 'y': 383, 'width': 55, 'height': 51}, {'x': 658, 'y': 112, 'width': 26, 'height': 25}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5053.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2177.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2354.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9049.jpg,"[{'x': 415, 'y': 461, 'width': 51, 'height': 47}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/12221.jpg,"[{'x': 214, 'y': 438, 'width': 42, 'height': 40}, {'x': 469, 'y': 494, 'width': 32, 'height': 25}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9197.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6144.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10872.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4982.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1076.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2034.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/8296.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1352.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/882.jpg,"[{'x': 712, 'y': 624, 'width': 51, 'height': 38}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5830.jpg,"[{'x': 437, 'y': 77, 'width': 64, 'height': 64}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5558.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10092.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4337.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/223.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/705.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8659.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2672.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4221.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/737.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4542.jpg,"[{'x': 232, 'y': 591, 'width': 82, 'height': 76}, {'x': 142, 'y': 615, 'width': 57, 'height': 37}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8819.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9619.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10032.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4263.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1029.jpg,"[{'x': 1172, 'y': 620, 'width': 107, 'height': 99}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/5423.jpg,"[{'x': 202, 'y': 391, 'width': 49, 'height': 47}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/8461.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10441.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2585.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/11294.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/304.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4553.jpg,"[{'x': 190, 'y': 48, 'width': 50, 'height': 43}, {'x': 138, 'y': 70, 'width': 46, 'height': 31}, {'x': 459, 'y': 148, 'width': 28, 'height': 28}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/1257.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4913.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1862.jpg,"[{'x': 324, 'y': 383, 'width': 39, 'height': 21}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11656.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11891.jpg,"[{'x': 953, 'y': 132, 'width': 70, 'height': 63}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4334.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6451.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/981.jpg,"[{'x': 835, 'y': 242, 'width': 54, 'height': 37}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5747.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/12338.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4429.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/2186.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/8452.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6921.jpg,"[{'x': 435, 'y': 628, 'width': 71, 'height': 65}, {'x': 540, 'y': 468, 'width': 58, 'height': 52}, {'x': 606, 'y': 393, 'width': 57, 'height': 50}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9858.jpg,"[{'x': 790, 'y': 460, 'width': 31, 'height': 27}, {'x': 727, 'y': 180, 'width': 37, 'height': 34}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8226.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4491.jpg,"[{'x': 641, 'y': 395, 'width': 47, 'height': 54}, {'x': 266, 'y': 0, 'width': 56, 'height': 36}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9844.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8854.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10456.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10890.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9409.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1750.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9735.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2559.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/6439.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2687.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9175.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11442.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2130.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2607.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/2080.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1417.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5600.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1942.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4034.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/5043.jpg,"[{'x': 559, 'y': 489, 'width': 102, 'height': 78}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10046.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/501.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/3952.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/6000.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11509.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4171.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9189.jpg,"[{'x': 442, 'y': 421, 'width': 51, 'height': 49}, {'x': 110, 'y': 606, 'width': 78, 'height': 55}, {'x': 42, 'y': 648, 'width': 42, 'height': 41}, {'x': 384, 'y': 392, 'width': 44, 'height': 34}, {'x': 492, 'y': 422, 'width': 36, 'height': 39}, {'x': 318, 'y': 276, 'width': 40, 'height': 30}, {'x': 316, 'y': 148, 'width': 42, 'height': 32}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/162.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11741.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/11264.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4289.jpg,"[{'x': 610, 'y': 508, 'width': 70, 'height': 61}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/589.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10234.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8572.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/2197.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9295.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11884.jpg,"[{'x': 925, 'y': 61, 'width': 70, 'height': 57}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8464.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/445.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/6086.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/3719.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4991.jpg,"[{'x': 547, 'y': 9, 'width': 50, 'height': 29}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8851.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/11546.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/6205.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4384.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8670.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9854.jpg,"[{'x': 776, 'y': 458, 'width': 30, 'height': 26}, {'x': 717, 'y': 184, 'width': 37, 'height': 34}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/12298.jpg,"[{'x': 953, 'y': 493, 'width': 31, 'height': 25}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/121.jpg,"[{'x': 658, 'y': 3, 'width': 29, 'height': 30}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4660.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/943.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4092.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/12104.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/8920.jpg,"[{'x': 536, 'y': 532, 'width': 30, 'height': 24}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/1945.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1115.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/8448.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/5818.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1501.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9065.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/3674.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4314.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/5666.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/11136.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1870.jpg,"[{'x': 357, 'y': 334, 'width': 41, 'height': 31}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5697.jpg,"[{'x': 958, 'y': 356, 'width': 50, 'height': 32}, {'x': 908, 'y': 338, 'width': 55, 'height': 31}, {'x': 726, 'y': 450, 'width': 48, 'height': 44}, {'x': 462, 'y': 527, 'width': 38, 'height': 27}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/6582.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6322.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1139.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4279.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/5812.jpg,"[{'x': 878, 'y': 77, 'width': 50, 'height': 42}, {'x': 1019, 'y': 98, 'width': 65, 'height': 54}, {'x': 236, 'y': 382, 'width': 50, 'height': 52}, {'x': 198, 'y': 348, 'width': 79, 'height': 68}, {'x': 429, 'y': 230, 'width': 58, 'height': 61}, {'x': 116, 'y': 358, 'width': 56, 'height': 43}, {'x': 349, 'y': 397, 'width': 44, 'height': 50}, {'x': 376, 'y': 255, 'width': 28, 'height': 26}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/281.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/12040.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/6267.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/3868.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1905.jpg,"[{'x': 952, 'y': 89, 'width': 62, 'height': 47}, {'x': 598, 'y': 246, 'width': 46, 'height': 37}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9196.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9467.jpg,"[{'x': 296, 'y': 633, 'width': 93, 'height': 60}, {'x': 633, 'y': 604, 'width': 48, 'height': 39}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10853.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/472.jpg,"[{'x': 841, 'y': 430, 'width': 27, 'height': 28}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9682.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1345.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10028.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/726.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/6009.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5052.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2748.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1198.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1550.jpg,"[{'x': 145, 'y': 438, 'width': 38, 'height': 26}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1897.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1814.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/465.jpg,"[{'x': 819, 'y': 335, 'width': 27, 'height': 25}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2767.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2264.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8960.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/3773.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/4255.jpg,"[{'x': 307, 'y': 534, 'width': 45, 'height': 46}, {'x': 525, 'y': 620, 'width': 45, 'height': 58}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10579.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/11253.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/6309.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8493.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/882.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10133.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/5133.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10269.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2485.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/1226.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8598.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/6180.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/8852.jpg,"[{'x': 532, 'y': 429, 'width': 68, 'height': 67}, {'x': 731, 'y': 478, 'width': 54, 'height': 53}, {'x': 685, 'y': 179, 'width': 30, 'height': 28}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/1948.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2045.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9704.jpg,"[{'x': 501, 'y': 196, 'width': 39, 'height': 33}, {'x': 954, 'y': 648, 'width': 42, 'height': 51}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/1011.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/1087.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/2377.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6774.jpg,"[{'x': 443, 'y': 628, 'width': 44, 'height': 44}, {'x': 368, 'y': 186, 'width': 39, 'height': 34}, {'x': 257, 'y': 295, 'width': 50, 'height': 47}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4669.jpg,"[{'x': 635, 'y': 169, 'width': 28, 'height': 26}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/1955.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4133.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/237.jpg,"[{'x': 846, 'y': 202, 'width': 30, 'height': 26}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9452.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/10195.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9723.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4123.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/9850.jpg,"[{'x': 762, 'y': 455, 'width': 30, 'height': 25}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/6920.jpg,"[{'x': 436, 'y': 628, 'width': 71, 'height': 65}, {'x': 540, 'y': 468, 'width': 58, 'height': 52}, {'x': 606, 'y': 393, 'width': 57, 'height': 50}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/9536.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10112.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/4256.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/2182.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9339.jpg,[],0
